,carat,cut,color,clarity,depth,table,price,x,y,z,hold
962,0.71,Ideal,E,VS2,61.6,56.0,2891,5.74,5.76,3.54,1.0
963,0.71,Ideal,E,VS2,62.7,56.0,2891,5.71,5.75,3.59,1.0
965,0.71,Good,D,VS2,62.3,61.0,2891,5.7,5.73,3.56,1.0
966,0.86,Ideal,H,SI2,61.8,55.0,2892,6.12,6.14,3.79,1.0
967,1.19,Fair,H,I1,65.1,59.0,2892,6.62,6.55,4.29,1.0
972,0.7,Very Good,H,VVS1,59.2,60.0,2893,5.87,5.78,3.45,1.0
975,0.82,Very Good,G,SI1,63.4,55.0,2893,6.0,5.93,3.78,1.0
977,0.81,Very Good,E,SI2,62.4,57.0,2894,5.91,5.99,3.71,1.0
978,0.81,Ideal,G,SI2,62.2,57.0,2894,5.96,6.0,3.72,1.0
985,0.77,Very Good,G,VS2,58.3,63.0,2896,6.0,6.05,3.51,1.0
994,0.76,Premium,E,SI1,61.1,58.0,2897,5.91,5.85,3.59,1.0
999,1.12,Premium,J,SI2,60.6,59.0,2898,6.68,6.61,4.03,1.0
1014,0.81,Premium,E,SI2,62.5,59.0,2901,5.97,5.9,3.71,1.0
1017,0.73,Ideal,E,VS2,61.4,55.0,2902,5.82,5.8,3.57,1.0
1021,0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62,1.0
1028,0.7,Very Good,E,VS1,58.4,59.0,2904,5.83,5.91,3.43,1.0
1035,0.53,Ideal,D,VVS1,62.5,54.0,2905,5.16,5.21,3.24,1.0
1042,0.61,Ideal,E,VVS2,62.4,53.9,2907,5.42,5.43,3.38,1.0
1049,0.72,Ideal,E,SI1,62.6,56.0,2907,5.7,5.73,3.58,1.0
1050,0.33,Ideal,G,SI2,62.9,55.0,557,4.46,4.41,2.79,1.0
1051,0.39,Ideal,H,SI2,61.5,57.0,558,4.66,4.7,2.88,1.0
1054,0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56,1.0
1058,0.31,Premium,I,VS2,59.8,60.0,558,4.42,4.38,2.63,1.0
1059,0.31,Very Good,I,VS2,63.2,55.0,558,4.4,4.3,2.75,1.0
1061,0.31,Premium,H,SI1,58.7,60.0,558,4.47,4.43,2.61,1.0
1063,0.31,Ideal,E,SI2,61.7,56.0,558,4.4,4.35,2.7,1.0
1064,0.31,Ideal,E,SI2,60.1,57.0,558,4.44,4.41,2.66,1.0
1065,0.31,Ideal,E,SI2,61.3,55.0,558,4.37,4.34,2.67,1.0
1070,0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63,1.0
1071,0.31,Very Good,I,VS2,63.1,54.0,558,4.34,4.31,2.73,1.0
1076,0.31,Premium,H,SI1,62.4,57.0,558,4.35,4.31,2.7,1.0
1077,0.31,Premium,H,SI1,62.8,58.0,558,4.32,4.28,2.7,1.0
1081,0.73,Ideal,I,VS1,61.5,55.0,2908,5.8,5.84,3.58,1.0
1082,0.7,Premium,D,VS2,61.0,60.0,2909,5.75,5.7,3.49,1.0
1088,1.05,Premium,I,SI2,58.3,57.0,2911,6.72,6.67,3.9,1.0
1092,0.73,Good,E,VS2,64.2,54.0,2912,5.68,5.72,3.66,1.0
1096,1.0,Fair,H,SI2,65.2,54.0,2912,6.3,6.22,4.08,1.0
1097,1.0,Fair,I,SI1,66.0,56.0,2912,6.31,6.24,4.13,1.0
1099,0.7,Very Good,D,VS2,60.7,60.0,2913,5.72,5.74,3.48,1.0
1101,0.71,Premium,G,SI2,60.8,59.0,2913,5.7,5.74,3.48,1.0
1103,0.71,Very Good,D,SI1,61.7,56.0,2913,5.68,5.8,3.54,1.0
1105,0.71,Premium,D,SI1,59.7,59.0,2913,5.8,5.82,3.47,1.0
1113,0.8,Very Good,G,SI2,62.0,55.0,2915,5.94,6.01,3.7,1.0
1114,0.71,Ideal,F,VS2,62.2,56.0,2915,5.74,5.71,3.56,1.0
1115,0.73,Very Good,H,VS1,60.8,57.0,2916,5.8,5.83,3.54,1.0
1116,0.93,Ideal,I,SI1,62.0,57.0,2917,6.22,6.26,3.87,1.0
1119,0.71,Ideal,F,VS2,61.2,56.0,2917,5.77,5.73,3.52,1.0
1128,0.7,Good,F,VS1,63.8,58.0,2919,5.61,5.58,3.57,1.0
1133,0.71,Premium,F,VS1,59.1,59.0,2920,5.88,5.83,3.46,1.0
1134,0.71,Ideal,F,VS1,62.6,55.0,2920,5.71,5.67,3.56,1.0
1135,0.74,Very Good,H,VVS2,60.5,60.0,2921,5.79,5.81,3.51,1.0
1137,0.71,Very Good,E,VS2,60.7,60.0,2921,5.75,5.78,3.5,1.0
1140,0.9,Fair,I,VS2,64.1,66.0,2921,6.04,5.98,3.85,1.0
1142,0.71,Very Good,E,VS2,63.3,59.0,2922,5.62,5.66,3.57,1.0
1143,0.68,Very Good,F,VS1,59.7,57.0,2922,5.79,5.76,3.45,1.0
1145,0.77,Ideal,D,SI2,60.6,56.0,2922,5.95,5.9,3.59,1.0
1152,0.71,Ideal,E,VS1,62.4,54.0,2923,5.71,5.74,3.57,1.0
1163,1.2,Premium,I,I1,60.5,58.0,2925,6.9,6.79,4.14,1.0
1164,0.81,Good,D,SI2,63.6,55.0,2926,5.91,5.86,3.74,1.0
1165,0.81,Premium,F,SI1,61.2,56.0,2926,6.03,6.0,3.68,1.0
1174,0.7,Ideal,G,VS2,61.8,57.0,2929,5.68,5.71,3.52,1.0
1176,0.71,Very Good,E,VS2,61.3,60.0,2930,5.74,5.71,3.51,1.0
1177,0.7,Premium,E,VS1,60.3,58.0,2930,5.7,5.74,3.45,1.0
1180,0.71,Ideal,G,VS1,62.7,57.0,2930,5.69,5.73,3.58,1.0
1182,0.9,Very Good,E,SI2,58.7,63.0,2930,6.23,6.2,3.65,1.0
1184,0.71,Ideal,G,VVS1,61.7,57.0,2930,5.75,5.7,3.53,1.0
1185,0.7,Very Good,G,VVS2,60.8,57.0,2931,5.72,5.76,3.49,1.0
1186,0.72,Very Good,F,VS2,63.3,57.0,2931,5.69,5.72,3.61,1.0
1188,0.7,Premium,G,VVS1,62.0,61.0,2932,5.71,5.62,3.51,1.0
1189,0.7,Premium,F,VVS2,61.0,57.0,2932,5.8,5.71,3.51,1.0
1190,0.7,Very Good,F,VVS2,63.2,58.0,2932,5.66,5.6,3.56,1.0
1193,0.73,Premium,F,VS2,59.9,58.0,2933,5.84,5.87,3.51,1.0
1196,0.9,Good,H,SI2,62.7,64.0,2934,6.0,6.09,3.79,1.0
1206,0.76,Premium,E,SI1,58.3,62.0,2937,6.12,5.95,3.52,1.0
1207,0.76,Premium,G,VS1,59.6,57.0,2937,6.01,5.91,3.55,1.0
1209,0.71,Very Good,H,VVS1,62.7,57.0,2938,5.66,5.72,3.57,1.0
1210,0.71,Very Good,H,VVS1,62.7,59.0,2938,5.65,5.67,3.55,1.0
1212,0.73,Very Good,F,VS2,62.7,58.0,2939,5.73,5.75,3.6,1.0
1213,0.73,Very Good,G,VS1,60.7,57.0,2939,5.76,5.83,3.52,1.0
1214,0.83,Very Good,F,SI2,61.9,56.0,2939,5.99,6.02,3.72,1.0
1215,0.77,Premium,D,SI1,59.5,60.0,2939,6.01,5.95,3.56,1.0
1216,0.8,Ideal,E,SI2,60.8,56.0,2939,6.02,6.01,3.66,1.0
1218,0.72,Ideal,E,SI2,62.4,57.0,2939,5.71,5.74,3.57,1.0
1219,0.75,Ideal,G,VS2,60.6,55.0,2939,5.93,5.91,3.59,1.0
1220,0.8,Premium,E,SI2,59.9,58.0,2939,6.03,5.96,3.59,1.0
1222,0.82,Premium,H,VS2,62.6,59.0,2939,5.99,5.93,3.73,1.0
1224,1.24,Very Good,J,I1,61.9,55.0,2940,6.85,6.92,4.26,1.0
1228,1.0,Good,H,I1,57.6,61.0,2940,6.67,6.6,3.82,1.0
1229,0.75,Ideal,E,VS2,61.6,57.0,2940,5.84,5.81,3.59,1.0
1233,0.81,Very Good,F,SI2,62.7,58.0,2942,5.92,5.95,3.72,1.0
1235,1.03,Fair,G,SI2,65.7,59.0,2942,6.3,6.24,4.12,1.0
1236,0.7,Ideal,F,VS2,60.8,56.0,2942,5.78,5.79,3.52,1.0
1238,1.01,Fair,G,SI2,67.1,59.0,2942,6.27,6.19,4.18,1.0
1240,0.72,Ideal,F,VS2,62.0,56.0,2943,5.77,5.75,3.57,1.0
1243,0.57,Very Good,D,VVS1,60.4,57.0,2945,5.39,5.44,3.27,1.0
1245,0.78,Very Good,D,SI1,62.4,58.0,2945,5.86,5.9,3.67,1.0
1256,0.73,Premium,D,VS2,60.9,59.0,2947,5.82,5.77,3.53,1.0
1261,0.73,Ideal,D,SI1,61.2,57.0,2947,5.79,5.81,3.55,1.0
1264,0.73,Ideal,G,VS1,61.7,55.0,2948,5.8,5.84,3.59,1.0
1266,0.9,Premium,I,SI2,62.5,58.0,2948,6.15,6.1,3.83,1.0
1267,0.9,Fair,I,SI2,66.4,60.0,2948,5.92,5.86,3.91,1.0
1274,0.72,Ideal,H,VS1,62.3,55.0,2949,5.72,5.74,3.57,1.0
1275,0.99,Fair,J,SI1,58.0,67.0,2949,6.57,6.5,3.79,1.0
1276,0.81,Very Good,I,VS1,62.7,58.0,2950,5.9,5.96,3.72,1.0
1277,0.71,Ideal,G,VS1,62.4,57.0,2950,5.68,5.73,3.56,1.0
1279,0.54,Ideal,F,VVS1,61.6,55.0,2951,5.27,5.28,3.25,1.0
1280,0.72,Very Good,D,VS1,62.7,58.0,2951,5.65,5.68,3.55,1.0
1283,0.72,Ideal,E,SI1,61.0,56.0,2951,5.84,5.79,3.55,1.0
1299,0.72,Ideal,D,SI1,61.9,55.0,2954,5.75,5.78,3.57,1.0
1301,0.72,Premium,D,SI1,61.4,59.0,2954,5.71,5.79,3.53,1.0
1302,0.75,Ideal,D,SI1,62.3,57.0,2954,5.8,5.83,3.62,1.0
1305,0.89,Premium,I,VS1,62.2,62.0,2955,6.14,6.02,3.78,1.0
1306,0.7,Very Good,F,VS2,62.4,57.0,2956,5.67,5.71,3.55,1.0
1307,0.74,Very Good,H,VS1,61.4,56.0,2956,5.81,5.84,3.57,1.0
1308,0.74,Very Good,H,VS1,62.3,56.0,2956,5.75,5.78,3.59,1.0
1312,0.71,Good,F,VVS2,58.2,60.0,2956,5.89,5.94,3.44,1.0
1314,0.72,Ideal,F,VS2,62.6,56.0,2956,5.75,5.72,3.59,1.0
1320,0.56,Very Good,D,VVS1,60.1,58.0,2959,5.36,5.42,3.24,1.0
1324,0.74,Fair,G,VVS2,65.2,58.0,2959,5.7,5.6,3.69,1.0
1325,0.71,Very Good,H,VVS2,61.8,56.0,2960,5.7,5.73,3.53,1.0
1327,0.7,Good,D,VS2,63.4,57.0,2960,5.6,5.67,3.57,1.0
1328,0.7,Ideal,D,VS2,61.3,57.0,2960,5.72,5.76,3.52,1.0
1330,0.72,Ideal,G,VS2,61.3,56.0,2960,5.77,5.81,3.55,1.0
1334,0.77,Very Good,H,VS1,62.8,58.0,2961,5.75,5.78,3.62,1.0
1339,0.63,Ideal,F,VVS2,62.3,56.0,2961,5.48,5.5,3.42,1.0
1340,0.72,Ideal,H,VS1,61.1,57.0,2961,5.8,5.82,3.55,1.0
1341,0.76,Ideal,E,SI1,60.6,57.0,2961,5.91,5.93,3.59,1.0
1342,0.71,Premium,F,VS1,62.1,53.0,2961,5.77,5.7,3.56,1.0
1343,0.75,Premium,H,VS1,61.9,61.0,2961,5.85,5.82,3.61,1.0
1348,0.82,Premium,F,SI1,62.4,56.0,2962,6.01,5.98,3.74,1.0
1349,0.71,Ideal,E,VS1,62.1,53.0,2963,5.76,5.73,3.57,1.0
1350,0.91,Very Good,E,SI2,58.6,63.0,2963,6.38,6.32,3.72,1.0
1352,0.71,Very Good,E,SI1,62.9,55.0,2964,5.64,5.68,3.56,1.0
1353,0.71,Very Good,D,SI1,59.4,59.0,2964,5.78,5.81,3.44,1.0
1354,0.7,Good,E,VS1,63.6,58.0,2964,5.61,5.56,3.55,1.0
1360,0.9,Premium,J,VS1,62.1,62.0,2964,6.12,6.05,3.78,1.0
1364,0.9,Fair,J,VS1,64.6,58.0,2964,6.12,6.06,3.93,1.0
1365,0.71,Ideal,I,VS1,61.8,56.0,2965,5.68,5.72,3.52,1.0
1375,0.82,Ideal,F,SI2,60.9,57.0,2966,6.06,6.02,3.68,1.0
1377,0.7,Very Good,E,VS1,61.5,56.0,2967,5.69,5.75,3.52,1.0
1382,0.31,Ideal,G,SI2,61.4,55.0,558,4.39,4.37,2.69,1.0
1383,0.3,Very Good,H,VVS2,62.0,56.0,559,4.28,4.3,2.66,1.0
1385,0.31,Very Good,G,VS2,61.4,55.0,559,4.38,4.41,2.69,1.0
1391,0.24,Ideal,G,VVS1,62.0,56.0,559,3.97,4.01,2.47,1.0
1393,0.32,Ideal,E,SI1,61.0,56.0,559,4.41,4.45,2.7,1.0
1394,0.24,Ideal,G,IF,61.7,56.0,559,3.99,4.01,2.47,1.0
1397,0.24,Ideal,G,IF,61.6,57.0,559,3.99,4.02,2.46,1.0
1401,0.25,Very Good,E,VVS2,62.0,56.0,560,4.05,4.08,2.52,1.0
1410,0.75,Very Good,E,SI1,60.2,60.0,2968,5.89,5.93,3.56,1.0
1423,0.91,Fair,F,SI1,64.9,57.0,2971,6.13,6.08,3.96,1.0
1425,0.76,Ideal,G,VS1,59.4,57.0,2972,5.99,6.03,3.57,1.0
1426,0.7,Ideal,G,VS1,61.7,56.0,2972,5.64,5.71,3.5,1.0
1427,0.9,Very Good,H,SI2,63.1,60.0,2972,6.14,6.09,3.86,1.0
1429,0.9,Very Good,J,SI2,63.3,59.0,2973,6.08,6.12,3.86,1.0
1430,0.75,Ideal,G,VS1,62.3,57.0,2973,5.83,5.86,3.64,1.0
1432,0.7,Ideal,E,VS1,60.5,56.0,2973,5.74,5.79,3.49,1.0
1435,0.82,Ideal,F,SI1,62.6,57.0,2974,5.96,6.02,3.75,1.0
1436,0.57,Ideal,F,IF,61.8,54.0,2974,5.33,5.35,3.3,1.0
1437,0.9,Good,H,SI1,64.2,60.0,2974,6.05,6.02,3.87,1.0
1438,1.0,Fair,D,SI2,69.3,58.0,2974,5.96,5.87,4.1,1.0
1442,0.82,Very Good,E,SI2,63.3,56.0,2975,5.99,5.95,3.78,1.0
1444,0.83,Premium,G,SI1,61.6,59.0,2975,6.02,5.99,3.7,1.0
1451,0.81,Ideal,F,SI1,61.9,57.0,2977,5.98,6.01,3.71,1.0
1453,0.54,Ideal,F,VVS1,61.6,55.0,2977,5.28,5.27,3.25,1.0
1457,0.76,Ideal,E,SI2,62.1,56.0,2978,5.85,5.88,3.64,1.0
1458,0.72,Ideal,H,VVS1,59.9,59.0,2979,5.76,5.82,3.47,1.0
1463,0.64,Good,F,IF,58.6,61.0,2980,5.69,5.71,3.34,1.0
1464,0.7,Ideal,E,VS2,62.2,55.0,2981,5.67,5.71,3.54,1.0
1471,0.71,Very Good,G,VS1,60.8,63.0,2982,5.76,5.68,3.48,1.0
1473,0.74,Ideal,E,VS2,62.7,54.0,2984,5.8,5.77,3.63,1.0
1476,0.7,Very Good,D,VS2,63.1,56.0,2985,5.62,5.69,3.57,1.0
1478,0.82,Premium,H,VS1,62.3,60.0,2985,5.97,5.94,3.71,1.0
1480,0.8,Ideal,I,VS1,61.9,54.1,2986,5.92,5.98,3.69,1.0
1481,0.82,Ideal,I,VS1,61.6,57.0,2986,6.0,6.05,3.71,1.0
1482,0.84,Ideal,G,SI2,62.0,56.0,2986,6.02,6.05,3.74,1.0
1484,0.74,Ideal,D,SI1,61.5,56.0,2987,5.8,5.84,3.58,1.0
1486,0.6,Very Good,F,IF,60.1,54.0,2988,5.5,5.58,3.33,1.0
1492,0.72,Very Good,E,VS2,62.9,57.0,2990,5.68,5.73,3.59,1.0
1493,0.57,Good,E,VVS1,59.1,65.0,2990,5.34,5.43,3.18,1.0
1498,1.06,Fair,J,SI2,61.0,66.0,2992,6.54,6.35,3.93,1.0
1499,0.69,Very Good,F,VVS2,61.5,60.0,2993,5.64,5.67,3.48,1.0
1500,0.87,Very Good,H,SI2,61.0,56.0,2993,6.15,6.19,3.77,1.0
1502,0.7,Ideal,G,VVS2,63.0,55.0,2993,5.65,5.69,3.57,1.0
1507,0.71,Very Good,F,VS2,59.6,56.0,2994,5.84,5.88,3.49,1.0
1510,1.24,Premium,J,I1,61.9,55.0,2994,6.92,6.85,4.26,1.0
1512,0.81,Premium,D,SI2,61.7,58.0,2994,5.97,5.93,3.67,1.0
1513,0.73,Ideal,D,SI1,61.4,56.0,2995,5.78,5.82,3.56,1.0
1516,0.88,Very Good,I,VS1,63.3,55.0,2996,6.11,6.06,3.85,1.0
1518,0.74,Ideal,I,VS2,61.9,55.0,2997,5.8,5.83,3.6,1.0
1524,0.85,Fair,G,VS1,57.7,67.0,2998,6.26,6.19,3.59,1.0
1526,0.73,Very Good,G,VS1,62.4,58.1,2999,5.71,5.75,3.58,1.0
1532,0.74,Premium,E,VS1,60.9,62.0,2999,5.83,5.8,3.54,1.0
1537,0.9,Very Good,I,SI2,62.5,58.0,3001,6.1,6.15,3.83,1.0
1538,0.9,Ideal,I,SI2,62.0,56.0,3001,6.16,6.2,3.83,1.0
1539,0.72,Very Good,D,SI1,61.5,58.0,3001,5.74,5.78,3.54,1.0
1540,0.7,Premium,D,VS1,61.6,61.0,3001,5.66,5.61,3.47,1.0
1541,0.7,Good,D,VS1,63.6,60.0,3001,5.61,5.52,3.54,1.0
1543,0.6,Ideal,G,VVS1,62.1,56.0,3001,5.42,5.43,3.37,1.0
1544,0.75,Very Good,H,VVS2,60.6,57.0,3002,5.86,5.89,3.56,1.0
1545,0.83,Very Good,E,SI1,62.1,58.0,3002,6.01,6.04,3.74,1.0
1546,0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58,1.0
1547,0.71,Premium,D,VS2,62.1,60.0,3002,5.68,5.72,3.54,1.0
1548,0.89,Good,H,SI2,63.3,59.0,3002,6.04,6.09,3.84,1.0
1551,0.8,Premium,G,VS2,60.6,59.0,3002,6.02,5.97,3.63,1.0
1552,0.73,Fair,F,VS1,58.6,66.0,3002,5.92,5.88,3.46,1.0
1555,0.65,Premium,D,VVS2,59.9,58.0,3003,5.69,5.63,3.39,1.0
1556,0.81,Premium,F,SI1,61.9,58.0,3004,5.99,5.96,3.7,1.0
1564,0.55,Ideal,F,VVS1,61.2,54.0,3005,5.3,5.35,3.26,1.0
1565,0.8,Very Good,H,SI1,63.0,57.0,3005,5.89,5.95,3.73,1.0
1567,0.73,Ideal,H,VVS1,61.6,57.0,3005,5.81,5.78,3.57,1.0
1571,0.71,Very Good,E,VS1,63.2,60.0,3006,5.63,5.6,3.55,1.0
1574,0.71,Ideal,I,VVS2,60.4,57.0,3007,5.78,5.81,3.5,1.0
1575,0.7,Premium,E,VVS2,62.7,53.0,3007,5.65,5.61,3.53,1.0
1576,0.71,Ideal,G,SI1,61.3,55.0,3007,5.73,5.79,3.53,1.0
1587,0.71,Very Good,E,VS1,63.7,58.0,3009,5.63,5.68,3.6,1.0
1595,0.73,Very Good,G,VS1,60.7,55.0,3011,5.87,5.89,3.57,1.0
1603,0.7,Ideal,F,VS2,62.7,55.0,3011,5.66,5.69,3.56,1.0
1605,0.77,Ideal,D,SI2,62.3,55.0,3011,5.9,5.85,3.66,1.0
1607,0.75,Ideal,H,SI1,61.9,56.0,3011,5.81,5.85,3.61,1.0
1608,1.0,Fair,E,SI2,55.4,62.0,3011,6.63,6.59,3.66,1.0
1611,0.72,Ideal,G,VS2,61.7,56.0,3012,5.74,5.78,3.55,1.0
1616,0.71,Very Good,F,VS1,62.1,53.0,3013,5.7,5.77,3.56,1.0
1619,0.81,Ideal,E,SI2,60.1,57.0,3013,6.07,6.1,3.66,1.0
1622,0.71,Ideal,H,VVS1,61.8,56.0,3014,5.7,5.75,3.54,1.0
1623,0.73,Very Good,D,SI1,60.8,59.0,3014,5.8,5.85,3.54,1.0
1628,0.78,Ideal,H,VVS2,61.7,55.0,3015,5.9,5.94,3.65,1.0
1632,0.7,Ideal,E,VS1,62.7,57.0,3016,5.65,5.7,3.56,1.0
1633,0.9,Good,F,SI2,64.2,62.0,3016,6.0,6.08,3.88,1.0
1634,0.76,Ideal,H,VS2,61.9,55.0,3016,5.85,5.88,3.64,1.0
1635,0.96,Premium,E,SI2,62.8,60.0,3016,6.3,6.24,3.94,1.0
1636,0.9,Ideal,H,SI2,62.8,55.0,3016,6.18,6.11,3.86,1.0
1641,0.5,Good,D,VVS2,62.4,64.0,3017,5.03,5.06,3.14,1.0
1642,1.12,Very Good,G,I1,61.2,63.0,3017,6.68,6.59,4.05,1.0
1643,0.7,Good,F,VVS1,63.2,58.0,3018,5.58,5.62,3.54,1.0
1645,0.7,Premium,F,VVS2,62.5,59.0,3018,5.68,5.61,3.53,1.0
1647,0.72,Ideal,H,VS2,61.2,57.0,3018,5.79,5.77,3.54,1.0
1648,0.7,Good,E,VS1,60.2,61.0,3018,5.71,5.75,3.45,1.0
1649,1.02,Very Good,F,SI2,63.3,56.0,3018,6.38,6.31,4.02,1.0
1650,0.77,Premium,F,VS2,62.4,59.0,3018,5.85,5.81,3.64,1.0
1651,0.7,Premium,F,VVS2,62.2,56.0,3018,5.72,5.63,3.53,1.0
1654,0.71,Ideal,D,VS2,60.4,53.0,3020,5.81,5.85,3.52,1.0
1656,0.65,Ideal,E,VVS2,62.1,57.0,3023,5.55,5.6,3.46,1.0
1661,0.9,Very Good,J,VS2,63.1,59.0,3024,6.09,6.05,3.83,1.0
1667,0.75,Premium,E,SI1,61.7,60.0,3024,5.84,5.8,3.59,1.0
1671,0.7,Very Good,G,VS2,61.8,55.0,3026,5.69,5.74,3.53,1.0
1672,0.59,Ideal,E,VVS2,61.8,57.0,3026,5.35,5.4,3.32,1.0
1682,0.77,Fair,F,VS1,66.8,57.0,3031,5.66,5.76,3.82,1.0
1685,1.01,Very Good,H,SI2,63.5,55.0,3032,6.32,6.27,4.0,1.0
1686,0.55,Ideal,F,VVS1,61.2,54.0,3032,5.35,5.3,3.26,1.0
1689,0.76,Ideal,E,SI1,62.5,57.0,3033,5.8,5.82,3.63,1.0
1690,0.52,Ideal,E,IF,61.1,57.0,3033,5.17,5.21,3.17,1.0
1696,0.91,Ideal,I,SI2,61.6,57.0,3034,6.23,6.24,3.84,1.0
1709,0.7,Very Good,G,VVS1,63.3,57.0,3037,5.59,5.63,3.55,1.0
1714,0.32,Ideal,G,VS2,61.4,56.0,561,4.37,4.39,2.69,1.0
1716,0.32,Premium,I,VVS2,60.7,59.0,561,4.4,4.43,2.68,1.0
1719,0.32,Good,H,VS1,63.1,57.0,561,4.34,4.37,2.75,1.0
1721,0.32,Ideal,G,VS2,59.8,57.0,561,4.43,4.46,2.66,1.0
1726,0.32,Good,G,VS2,63.1,57.0,561,4.3,4.35,2.73,1.0
1727,0.32,Very Good,H,VS1,63.0,57.0,561,4.37,4.39,2.76,1.0
1728,0.32,Ideal,G,VS2,61.8,57.0,561,4.37,4.4,2.71,1.0
1734,0.32,Good,E,SI1,63.4,55.0,561,4.35,4.36,2.76,1.0
1735,0.32,Very Good,G,VS2,62.6,58.0,561,4.37,4.39,2.74,1.0
1738,0.32,Ideal,H,VS1,61.9,55.0,561,4.4,4.42,2.73,1.0
1745,0.7,Fair,F,VS1,64.9,59.0,3039,5.56,5.59,3.62,1.0
1747,0.92,Premium,I,SI2,61.5,59.0,3040,6.27,6.21,3.84,1.0
1748,0.73,Ideal,G,VS1,61.8,57.0,3041,5.78,5.81,3.58,1.0
1750,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55,1.0
1752,0.71,Ideal,G,VVS2,62.5,57.0,3042,5.73,5.7,3.57,1.0
1753,0.72,Very Good,G,VVS2,60.4,58.0,3043,5.77,5.82,3.5,1.0
1756,0.77,Very Good,F,SI1,59.6,60.0,3044,5.95,5.97,3.55,1.0
1759,0.71,Very Good,F,VS1,61.2,57.0,3045,5.73,5.77,3.52,1.0
1765,0.75,Very Good,D,SI1,59.7,62.0,3046,5.89,5.94,3.53,1.0
1768,0.73,Fair,D,VS1,66.0,54.0,3047,5.56,5.66,3.7,1.0
1771,0.93,Ideal,I,SI2,62.3,57.0,3047,6.22,6.2,3.87,1.0
1772,0.82,Very Good,F,SI1,63.9,56.9,3048,5.85,5.92,3.76,1.0
1773,0.75,Very Good,D,SI1,61.8,57.0,3048,5.78,5.81,3.58,1.0
1778,0.9,Ideal,J,VS1,62.6,55.0,3048,6.13,6.11,3.83,1.0
1782,0.66,Ideal,D,VVS2,61.6,57.0,3049,5.64,5.57,3.45,1.0
1784,0.62,Very Good,D,VVS2,58.1,63.0,3050,5.59,5.66,3.27,1.0
1787,0.76,Ideal,H,SI1,61.4,55.0,3050,5.82,5.9,3.6,1.0
1791,0.66,Very Good,G,IF,60.5,59.0,3051,5.69,5.74,3.46,1.0
1796,0.7,Very Good,D,VS2,62.6,58.0,3053,5.67,5.7,3.56,1.0
1798,0.7,Very Good,F,VS1,62.8,59.0,3053,5.65,5.69,3.56,1.0
1801,0.78,Ideal,E,SI2,61.0,56.0,3053,5.92,5.98,3.63,1.0
1804,0.79,Premium,G,VS1,62.3,56.0,3053,5.94,5.87,3.68,1.0
1805,0.79,Premium,G,VS1,61.3,59.0,3053,5.97,5.91,3.64,1.0
1806,0.79,Ideal,E,SI1,62.1,54.0,3053,5.96,5.92,3.69,1.0
1808,1.01,Premium,H,SI2,61.1,60.0,3054,6.46,6.41,3.93,1.0
1810,1.01,Fair,I,SI2,66.1,58.0,3054,6.21,6.04,4.05,1.0
1815,0.78,Ideal,G,SI1,61.7,56.0,3056,5.9,5.93,3.65,1.0
1816,0.76,Ideal,E,SI1,62.4,54.0,3056,5.84,5.86,3.65,1.0
1825,0.91,Premium,J,VS2,61.6,58.0,3058,6.28,6.23,3.85,1.0
1827,0.81,Very Good,E,SI2,62.9,56.0,3059,5.87,5.9,3.7,1.0
1830,0.9,Good,G,SI2,63.6,57.0,3060,6.1,6.04,3.86,1.0
1831,0.74,Very Good,H,VVS1,62.4,57.0,3061,5.76,5.81,3.61,1.0
1832,0.7,Very Good,E,VS1,61.1,55.0,3061,5.72,5.77,3.51,1.0
1836,0.91,Good,I,SI2,57.9,60.0,3061,6.46,6.39,3.72,1.0
1839,0.72,Ideal,D,SI1,61.5,56.5,3062,5.76,5.79,3.55,1.0
1849,0.7,Ideal,F,VS2,61.4,56.0,3064,5.72,5.75,3.52,1.0
1852,0.72,Very Good,E,VS2,63.0,58.0,3065,5.69,5.73,3.6,1.0
1853,0.7,Ideal,G,VS1,61.5,56.0,3065,5.7,5.75,3.52,1.0
1856,0.77,Ideal,I,VS1,61.4,56.0,3066,5.9,5.93,3.63,1.0
1857,0.71,Ideal,F,VS1,62.0,57.0,3066,5.7,5.75,3.55,1.0
1858,0.71,Ideal,F,VS1,62.1,57.0,3066,5.73,5.76,3.57,1.0
1860,0.8,Ideal,F,SI2,61.8,59.0,3066,5.94,5.96,3.68,1.0
1861,0.73,Very Good,E,VS2,63.1,55.0,3066,5.77,5.71,3.62,1.0
1869,0.92,Good,J,SI2,59.0,63.0,3070,6.3,6.35,3.73,1.0
1870,0.8,Very Good,G,SI1,62.1,56.0,3071,6.01,5.85,3.68,1.0
1873,0.7,Very Good,G,VVS1,63.1,56.0,3073,5.64,5.67,3.57,1.0
1875,0.7,Ideal,G,VVS1,61.6,55.0,3073,5.72,5.75,3.53,1.0
1876,0.75,Ideal,G,VS2,61.6,55.0,3073,5.86,5.89,3.62,1.0
1877,0.71,Ideal,E,VS2,62.2,57.0,3073,5.69,5.73,3.55,1.0
1878,0.62,Premium,E,VVS1,61.9,59.0,3073,5.62,5.5,3.44,1.0
